Codigo,Sector,Area,Servicio,Elemento
E01-102-Ilum-LE01,Edificio principal,Secretaría General,Iluminación,Luz de emergencia
E01-102-Ilum-Lum01,Edificio principal,Secretaría General,Iluminación,Tubo fluorescente 18W
E01-102-Ilum-Lum02,Edificio principal,Secretaría General,Iluminación,Tubo Fluorescente 36 W
E01-102-Ilum-Lum03,Edificio principal,Secretaría General,Iluminación,Tubo fluorescente redondo
E01-103-Ag-Can01,Edificio principal,Baño decanato -  Depósito,Agua potable,Canilla pared 1/2"
E01-103-Ag-CanB01,Edificio principal,Baño decanato -  Depósito,Agua potable,Canilla bacha  
E01-103-Ag-CanBi01,Edificio principal,Baño decanato -  Depósito,Agua potable,Canilla Bidet
E01-103-Ag-Moc01,Edificio principal,Baño decanato -  Depósito,Agua potable,Mochila inodoro
E01-103-Ce-P01,Edificio principal,Baño decanato -  Depósito,Cerramiento,Puerta baño
E01-103-Ce-P02,Edificio principal,Baño decanato -  Depósito,Cerramiento,Puerta depósito 
E01-103-Cl-Bac01,Edificio principal,Baño decanato -  Depósito,Cloacas,Bacha porcelana
E01-103-Cl-Bid01,Edificio principal,Baño decanato -  Depósito,Cloacas,Bidet
E01-103-Cl-InM01,Edificio principal,Baño decanato -  Depósito,Cloacas,Inodoro con mochila
E01-103-Ed-Gral,Edificio principal,Baño decanato -  Depósito,Edilicio,General
E01-103-EE-Bast01,Edificio principal,Baño decanato -  Depósito,Energía Eléctrica,Punto + Toma
E01-103-EE-Bast02,Edificio principal,Baño decanato -  Depósito,Energía Eléctrica,Punto + Toma
E01-103-Ilum-Lum01,Edificio principal,Baño decanato -  Depósito,Iluminación,2 x Foco BC 20 W
E01-103-Ilum-Lum02,Edificio principal,Baño decanato -  Depósito,Iluminación,2 x Foco BC 20 W
E01-104-Ce-P01,Edificio principal,Departamento sistemas y básicas,Cerramiento,Puerta ingreso
E01-104-Ce-V01,Edificio principal,Departamento sistemas y básicas,Cerramiento,Ventana exterior con cortina Roller
E01-104-Ed-Gral,Edificio principal,Departamento sistemas y básicas,Edilicio,General
E01-104-EE-Bast01,Edificio principal,Departamento sistemas y básicas,Energía Eléctrica,2 x 1 Punto
E01-104-EE-Bast02,Edificio principal,Departamento sistemas y básicas,Energía Eléctrica,Toma doble
E01-104-EE-Bast03,Edificio principal,Departamento sistemas y básicas,Energía Eléctrica,Toma doble
E01-104-EE-Bast04,Edificio principal,Departamento sistemas y básicas,Energía Eléctrica,Toma doble
E01-104-EE-Bast05,Edificio principal,Departamento sistemas y básicas,Energía Eléctrica,Toma doble
E01-104-EE-Bast06,Edificio principal,Departamento sistemas y básicas,Energía Eléctrica,Toma doble
E01-104-EE-Bast07,Edificio principal,Departamento sistemas y básicas,Energía Eléctrica,Toma doble
E01-104-EE-TabS,Edificio principal,Departamento sistemas y básicas,Energía Eléctrica,Tablero seccional
E01-104-EE-Var01,Edificio principal,Departamento sistemas y básicas,Energía Eléctrica,Variador velocidad ventilador
E01-104-EE-Vent01,Edificio principal,Departamento sistemas y básicas,Energía Eléctrica,Ventilador techo
E01-104-Ilum-LE01,Edificio principal,Departamento sistemas y básicas,Iluminación,Luz de emergencia
E01-104-Ilum-Lum01,Edificio principal,Departamento sistemas y básicas,Iluminación,Tubo fluorescente 18W
E01-104-Ilum-Lum02,Edificio principal,Departamento sistemas y básicas,Iluminación,3 x Tubo fluorescente 36 W
E01-104-Ilum-Lum03,Edificio principal,Departamento sistemas y básicas,Iluminación,Tubo fluorescente redondo
E01-105-AA-AA01,Edificio principal,Sala profesores,Aire acondicionado,Aire acondicionado
E01-105-Ce-P01,Edificio principal,Sala profesores,Cerramiento,Puerta ingreso
E01-105-Ce-V01,Edificio principal,Sala profesores,Cerramiento,Ventana exterior con cortina Roller
E01-105-Ed-Gral,Edificio principal,Sala profesores,Edilicio,General
E01-105-EE-Bast01,Edificio principal,Sala profesores,Energía Eléctrica,Punto + Toma
E01-105-EE-Bast02,Edificio principal,Sala profesores,Energía Eléctrica,Toma doble
E01-105-EE-Bast03,Edificio principal,Sala profesores,Energía Eléctrica,Toma doble
E01-105-EE-TabS,Edificio principal,Sala profesores,Energía Eléctrica,Tablero seccional
E01-105-G-Cal01,Edificio principal,Sala profesores,Gas,Calefactor tiro balanceado
E01-105-Ilum-Lum01,Edificio principal,Sala profesores,Iluminación,2 x Tubo fluorescente 36 W
E01-105-Ilum-Lum02,Edificio principal,Sala profesores,Iluminación,2 x Tubo fluorescente 36 W
E01-105-Ilum-Lum03,Edificio principal,Sala profesores,Iluminación,2 x Tubo fluorescente 36 W
E01-106-Ce-P01,Edificio principal,Aula 106,Cerramiento,Puerta ingreso
E01-106-CE-V01,Edificio principal,Aula 106,Cerramiento,Ventana exterior
E01-106-Ed-Gral,Edificio principal,Aula 106,Edilicio,General
E01-106-EE-Bast01,Edificio principal,Aula 106,Energía Eléctrica,Punto
E01-106-EE-Bast02,Edificio principal,Aula 106,Energía Eléctrica,Toma doble
E01-106-EE-Bast03,Edificio principal,Aula 106,Energía Eléctrica,Toma doble
E01-106-EE-Bast04,Edificio principal,Aula 106,Energía Eléctrica,Toma
E01-106-EE-Var01,Edificio principal,Aula 106,Energía Eléctrica,Variador velocidad ventilador
E01-106-EE-Vent01,Edificio principal,Aula 106,Energía Eléctrica,Ventilador techo
E01-106-G-Cal01,Edificio principal,Aula 106,Gas,Calefactor tiro balanceado
E01-106-Ilum-Lum01,Edificio principal,Aula 106,Iluminación,2 x Tubo fluorescente 36 W
E01-106-Ilum-Lum02,Edificio principal,Aula 106,Iluminación,2 x Tubo fluorescente 36 W
E01-107-Ce-P01,Edificio principal,Aula 107,Cerramiento,Puerta ingreso
E01-107-Ce-V01,Edificio principal,Aula 107,Cerramiento,Ventana exterior
E01-107-Ce-V02,Edificio principal,Aula 107,Cerramiento,Ventana exterior
E01-107-Ed-Gral,Edificio principal,Aula 107,Edilicio,General
E01-107-EE-Bast01,Edificio principal,Aula 107,Energía Eléctrica,Punto
E01-107-EE-Bast02,Edificio principal,Aula 107,Energía Eléctrica,Toma doble
E01-107-EE-Bast03,Edificio principal,Aula 107,Energía Eléctrica,Toma doble
E01-107-EE-Var01,Edificio principal,Aula 107,Energía Eléctrica,Variador velocidad ventilador
E01-107-EE-Vent01,Edificio principal,Aula 107,Energía Eléctrica,Ventilador techo
E01-107-G-Cal01,Edificio principal,Aula 107,Gas,Calefactor tiro balanceado
E01-107-Ilum-Lum01,Edificio principal,Aula 107,Iluminación,2 x Tubo fluorescente 36 W
E01-107-Ilum-Lum02,Edificio principal,Aula 107,Iluminación,2 x Tubo fluorescente 36 W
E01-107-Ilum-Lum03,Edificio principal,Aula 107,Iluminación,2 x Tubo fluorescente 36 W
E01-107-Ilum-Lum04,Edificio principal,Aula 107,Iluminación,2 x Tubo fluorescente 36 W
E01-108-AA-AA01,Edificio principal,Dirección RR HH,Aire acondicionado,Aire acondicionado
E01-108-Ce-P01,Edificio principal,Dirección RR HH,Cerramiento,Puerta ingreso
E01-108-Ce-V01,Edificio principal,Dirección RR HH,Cerramiento,Ventana interna
E01-108-Ce-V02,Edificio principal,Dirección RR HH,Cerramiento,Ventana interna
E01-108-Ce-V03,Edificio principal,Dirección RR HH,Cerramiento,Ventana exterior con cortina Roller
E01-108-Ed-Gral,Edificio principal,Dirección RR HH,Edilicio,General
E01-108-EE-Bast01,Edificio principal,Dirección RR HH,Energía Eléctrica,Toma doble
E01-108-EE-Bast02,Edificio principal,Dirección RR HH,Energía Eléctrica,Toma doble
E01-108-Ilum-Lum01,Edificio principal,Dirección RR HH,Iluminación,2 x Tubo fluorescente 36 W
E01-109-AA-AA01,Edificio principal,RRHH,Aire acondicionado,Aire acondicionado
E01-109-Ce-P01,Edificio principal,RRHH,Cerramiento,Puerta ingreso
E01-109-Ce-V01,Edificio principal,RRHH,Cerramiento,Ventana exterior
E01-109-EE-Bast01,Edificio principal,RRHH,Energía Eléctrica,2 x 1 Punto
E01-109-EE-Bast02,Edificio principal,RRHH,Energía Eléctrica,Toma doble
E01-109-EE-Bast03,Edificio principal,RRHH,Energía Eléctrica,Toma 
E01-109-EE-Bast04,Edificio principal,RRHH,Energía Eléctrica,Toma doble
E01-109-EE-Bast05,Edificio principal,RRHH,Energía Eléctrica,Toma doble
E01-109-EE-Bast06,Edificio principal,RRHH,Energía Eléctrica,Toma doble
E01-109-EE-Bast07,Edificio principal,RRHH,Energía Eléctrica,Toma doble
E01-109-EE-Bast08,Edificio principal,RRHH,Energía Eléctrica,Toma doble
E01-109-EE-Bast09,Edificio principal,RRHH,Energía Eléctrica,Toma doble
E01-109-EE-TabS,Edificio principal,RRHH,Energía Eléctrica,Tablero Seccional
E01-109-G-Cal01,Edificio principal,RRHH,Gas,Calefactor tiro balanceado
E01-109-Ilum-LE01,Edificio principal,RRHH,Iluminación,Luz de emergencia
E01-109-Ilum-Lum01,Edificio principal,RRHH,Iluminación,2 x Tubo fluorescente 36 W
E01-109-Ilum-Lum02,Edificio principal,RRHH,Iluminación,2 x Tubo fluorescente 36 W
E01-109-Ilum-Lum03,Edificio principal,RRHH,Iluminación,2 x Tubo fluorescente 36 W
E01-109-Ilum-Lum04,Edificio principal,RRHH,Iluminación,2 x Tubo fluorescente 36 W
E01-10-Ce-P01,Edificio principal,Aula 10,Cerramiento,Puerta ingreso
E01-10-Ce-V01,Edificio principal,Aula 10,Cerramiento,Ventana exterior
E01-10-Ce-V02,Edificio principal,Aula 10,Cerramiento,Ventana exterior
E01-10-Ce-V03,Edificio principal,Aula 10,Cerramiento,Ventana exterior
E01-10-Ce-V04,Edificio principal,Aula 10,Cerramiento,Ventana pasillo
E01-10-Ed-Gral,Edificio principal,Aula 10,Edilicio,General
E01-10-EE-Bast01,Edificio principal,Aula 10,Energía Eléctrica,2 x 1 Punto
E01-10-EE-Bast02,Edificio principal,Aula 10,Energía Eléctrica,Toma doble
E01-10-EE-Bast03,Edificio principal,Aula 10,Energía Eléctrica,Toma doble
E01-10-EE-Bast04,Edificio principal,Aula 10,Energía Eléctrica,Toma doble
E01-10-EE-Var01,Edificio principal,Aula 10,Energía Eléctrica,Variador velocidad ventilador
E01-10-EE-Vent01,Edificio principal,Aula 10,Energía Eléctrica,Ventilador techo
E01-10-Ilum-Lum01,Edificio principal,Aula 10,Iluminación,2 x Tubo fluorescente 105W
E01-10-Ilum-Lum02,Edificio principal,Aula 10,Iluminación,2 x Tubo fluorescente 105W
E01-110-AA-AA01,Edificio principal,Administración,Aire acondicionado,Aire acondicionado
E01-110-AA-AA02,Edificio principal,Administración,Aire acondicionado,Aire acondicionado
E01-110-AA-AA03,Edificio principal,Administración,Aire acondicionado,Aire acondicionado
E01-110-Ag-CanB01,Edificio principal,Administración,Agua potable,Canilla bacha monocomando
E01-110-Ag-CanB02,Edificio principal,Administración,Agua potable,Canilla bacha monocomando
E01-110-Ag-Moc01,Edificio principal,Administración,Agua potable,Mochila porcelana
E01-110-Ce-P01,Edificio principal,Administración,Cerramiento,Puerta ingreso
E01-110-Ce-P02,Edificio principal,Administración,Cerramiento,Puerta administación
E01-110-Ce-P03,Edificio principal,Administración,Cerramiento,Puerta Secretario
E01-110-Ce-P04,Edificio principal,Administración,Cerramiento,Puerta Dirección
E01-110-Ce-P05,Edificio principal,Administración,Cerramiento,Puerta baño
E01-110-Ce-P06,Edificio principal,Administración,Cerramiento,Puerta depósito 
E01-110-Ce-V01,Edificio principal,Administración,Cerramiento,Ventana exterior
E01-110-Ce-V02,Edificio principal,Administración,Cerramiento,Ventana exterior
E01-110-Ce-V03,Edificio principal,Administración,Cerramiento,Ventana 2 Fijas 2 Moviles
E01-110-Ce-V04,Edificio principal,Administración,Cerramiento,Ventana exterior
E01-110-Ce-V05,Edificio principal,Administración,Cerramiento,Ventana exterior
E01-110-Ce-V06,Edificio principal,Administración,Cerramiento,Ventana exterior pasillo
E01-110-Ce-V07,Edificio principal,Administración,Cerramiento,Ventana exterior baño
E01-110-Ce-V08,Edificio principal,Administración,Cerramiento,Ventana depósito
E01-110-Ce-V09,Edificio principal,Administración,Cerramiento,Ventana depósito
E01-110-Cl-Bac01,Edificio principal,Administración,Cloacas,Bacha acero inox
E01-110-Cl-Bac02,Edificio principal,Administración,Cloacas,Bacha porcelana
E01-110-Cl-InM01,Edificio principal,Administración,Cloacas,Inodoro con mochila
E01-110-Ed-Gral,Edificio principal,Administración,Edilicio,General
E01-110-EE-Bast01,Edificio principal,Administración,Energía Eléctrica,Punto + Toma
E01-110-EE-Bast02,Edificio principal,Administración,Energía Eléctrica,3 x 1 Punto
E01-110-EE-Bast03,Edificio principal,Administración,Energía Eléctrica,Punto
E01-110-EE-Bast04,Edificio principal,Administración,Energía Eléctrica,Toma doble
E01-110-EE-Bast05,Edificio principal,Administración,Energía Eléctrica,Toma doble
E01-110-EE-Bast06,Edificio principal,Administración,Energía Eléctrica,Punto + Toma
E01-110-EE-Bast07,Edificio principal,Administración,Energía Eléctrica,Punto + Toma
E01-110-EE-Bast08,Edificio principal,Administración,Energía Eléctrica,Punto + Toma
E01-110-EE-Bast09,Edificio principal,Administración,Energía Eléctrica,Toma
E01-110-EE-Zap01,Edificio principal,Administración,Energía Eléctrica,Zapatilla 4 bocas
E01-110-EE-Zap02,Edificio principal,Administración,Energía Eléctrica,Zapatilla 4 bocas
E01-110-EE-Zap03,Edificio principal,Administración,Energía Eléctrica,Zapatilla 4 bocas
E01-110-EE-Zap04,Edificio principal,Administración,Energía Eléctrica,Zapatilla 4 bocas
E01-110-EE-Zap05,Edificio principal,Administración,Energía Eléctrica,Zapatilla 4 bocas
E01-110-EE-Zap06,Edificio principal,Administración,Energía Eléctrica,Zapatilla 4 bocas
E01-110-EE-Zap07,Edificio principal,Administración,Energía Eléctrica,Zapatilla 4 bocas
E01-110-EE-Zap08,Edificio principal,Administración,Energía Eléctrica,Zapatilla 4 bocas
E01-110-EE-Zap09,Edificio principal,Administración,Energía Eléctrica,Zapatilla 4 bocas
E01-110-G-Cal01,Edificio principal,Administración,Gas,Calefactor comun
E01-110-Ilum-LE01,Edificio principal,Administración,Iluminación,Luz de emergencia
E01-110-Ilum-LE02,Edificio principal,Administración,Iluminación,Luz de emergencia
E01-110-Ilum-Lum01,Edificio principal,Administración,Iluminación,2 x Tubo fluorescente 36 W
E01-110-Ilum-Lum02,Edificio principal,Administración,Iluminación,2 x Tubo fluorescente 36 W
E01-110-Ilum-Lum03,Edificio principal,Administración,Iluminación,2 x Tubo fluorescente 36 W
E01-110-Ilum-Lum04,Edificio principal,Administración,Iluminación,2 x Tubo fluorescente 36 W
E01-110-Ilum-Lum05,Edificio principal,Administración,Iluminación,2 x Tubo fluorescente 36 W
E01-110-Ilum-Lum06,Edificio principal,Administración,Iluminación,2 x Tubo fluorescente 36 W
E01-110-Ilum-Lum07,Edificio principal,Administración,Iluminación,2 x Tubo fluorescente 36 W
E01-110-Ilum-Lum08,Edificio principal,Administración,Iluminación,2 x Tubo fluorescente 36 W
E01-110-Ilum-Lum09,Edificio principal,Administración,Iluminación,2 x Tubo fluorescente 36 W
E01-110-Ilum-Lum10,Edificio principal,Administración,Iluminación,2 x Tubo fluorescente 36 W
E01-110-Ilum-Lum11,Edificio principal,Administración,Iluminación,2 x Foco BC 20 W
E01-110-Ilum-Lum12,Edificio principal,Administración,Iluminación,2 x Foco BC 20 W
E01-110-Ilum-Lum13,Edificio principal,Administración,Iluminación,Tubo LED Bajo mesada
E01-110-Ilum-Lum14,Edificio principal,Administración,Iluminación,Tubo Fluorescente 36 W
E01-110-Ilum-Lum15,Edificio principal,Administración,Iluminación,Tubo Fluorescente 36 W
E01-111-Ce-P01,Edificio principal,Lab. Fagdut,Cerramiento,Puerta ingreso
E01-111-Ce-V01,Edificio principal,Lab. Fagdut,Cerramiento,Ventana pasillo
E01-111-Ce-V02,Edificio principal,Lab. Fagdut,Cerramiento,Ventana exterior
E01-111-Ce-V03,Edificio principal,Lab. Fagdut,Cerramiento,Ventana exterior
E01-111-Ed-Gral,Edificio principal,Lab. Fagdut,Edilicio,General
E01-111-EE-Bast01,Edificio principal,Lab. Fagdut,Energía Eléctrica,Punto + Toma
E01-111-EE-Bast02,Edificio principal,Lab. Fagdut,Energía Eléctrica,Toma doble
E01-111-EE-Bast03,Edificio principal,Lab. Fagdut,Energía Eléctrica,Toma doble
E01-111-EE-Bast04,Edificio principal,Lab. Fagdut,Energía Eléctrica,Toma doble
E01-111-EE-Bast05,Edificio principal,Lab. Fagdut,Energía Eléctrica,Toma doble
E01-111-EE-Bast06,Edificio principal,Lab. Fagdut,Energía Eléctrica,Toma doble
E01-111-EE-TabS,Edificio principal,Lab. Fagdut,Energía Eléctrica,Tablero seccional
E01-111-EE-Var01,Edificio principal,Lab. Fagdut,Energía Eléctrica,Variador velocidad ventilador
E01-111-EE-Var02,Edificio principal,Lab. Fagdut,Energía Eléctrica,Variador velocidad ventilador
E01-111-EE-Vent01,Edificio principal,Lab. Fagdut,Energía Eléctrica,Ventilador techo
E01-111-EE-Vent02,Edificio principal,Lab. Fagdut,Energía Eléctrica,Ventilador techo
E01-111-EE-Zap01,Edificio principal,Lab. Fagdut,Energía Eléctrica,Zapatilla 4 bocas
E01-111-EE-Zap02,Edificio principal,Lab. Fagdut,Energía Eléctrica,Zapatilla 4 bocas
E01-111-EE-Zap03,Edificio principal,Lab. Fagdut,Energía Eléctrica,Zapatilla 4 bocas
E01-111-EE-Zap04,Edificio principal,Lab. Fagdut,Energía Eléctrica,Zapatilla 4 bocas
E01-111-EE-Zap05,Edificio principal,Lab. Fagdut,Energía Eléctrica,Zapatilla 4 bocas
E01-111-EE-Zap06,Edificio principal,Lab. Fagdut,Energía Eléctrica,Zapatilla 4 bocas
E01-111-EE-Zap07,Edificio principal,Lab. Fagdut,Energía Eléctrica,Zapatilla 4 bocas
E01-111-EE-Zap08,Edificio principal,Lab. Fagdut,Energía Eléctrica,Zapatilla 4 bocas
E01-111-EE-Zap09,Edificio principal,Lab. Fagdut,Energía Eléctrica,Zapatilla 4 bocas
E01-111-G-Cal01,Edificio principal,Lab. Fagdut,Gas,Calefactor tiro balanceado
E01-111-Ilum-Lum01,Edificio principal,Lab. Fagdut,Iluminación,2 x Tubo fluorescente 36 W
E01-111-Ilum-Lum02,Edificio principal,Lab. Fagdut,Iluminación,2 x Tubo fluorescente 36 W
E01-111-Ilum-Lum03,Edificio principal,Lab. Fagdut,Iluminación,2 x Tubo fluorescente 36 W
E01-111-Ilum-Lum04,Edificio principal,Lab. Fagdut,Iluminación,2 x Tubo fluorescente 36 W
E01-112-Ce-P01,Edificio principal,Lab. Cedi,Cerramiento,Puerta ingreso
E01-112-Ce-V01,Edificio principal,Lab. Cedi,Cerramiento,Ventana pasillo
E01-112-Ce-V02,Edificio principal,Lab. Cedi,Cerramiento,Ventana exterior
E01-112-Ce-V03,Edificio principal,Lab. Cedi,Cerramiento,Ventana exterior
E01-112-Ed-Gral,Edificio principal,Lab. Cedi,Edilicio,General
E01-112-EE-Bast01,Edificio principal,Lab. Cedi,Energía Eléctrica,Punto + Toma
E01-112-EE-Bast02,Edificio principal,Lab. Cedi,Energía Eléctrica,Toma
E01-112-EE-Bast03,Edificio principal,Lab. Cedi,Energía Eléctrica,Toma
E01-112-EE-Bast04,Edificio principal,Lab. Cedi,Energía Eléctrica,Toma
E01-112-EE-Bast05,Edificio principal,Lab. Cedi,Energía Eléctrica,Toma doble
E01-112-EE-Bast06,Edificio principal,Lab. Cedi,Energía Eléctrica,Toma
E01-112-EE-Bast07,Edificio principal,Lab. Cedi,Energía Eléctrica,Toma doble
E01-112-EE-Bast08,Edificio principal,Lab. Cedi,Energía Eléctrica,Toma doble
E01-112-EE-Bast09,Edificio principal,Lab. Cedi,Energía Eléctrica,Toma doble
E01-112-EE-Bast10,Edificio principal,Lab. Cedi,Energía Eléctrica,Toma
E01-112-EE-Bast11,Edificio principal,Lab. Cedi,Energía Eléctrica,Toma
E01-112-EE-Bast12,Edificio principal,Lab. Cedi,Energía Eléctrica,Toma
E01-112-EE-Bast13,Edificio principal,Lab. Cedi,Energía Eléctrica,Toma
E01-112-EE-TabS,Edificio principal,Lab. Cedi,Energía Eléctrica,Tablero seccional
E01-112-EE-Var01,Edificio principal,Lab. Cedi,Energía Eléctrica,Variador velocidad ventilador
E01-112-EE-Var02,Edificio principal,Lab. Cedi,Energía Eléctrica,Variador velocidad ventilador
E01-112-EE-Vent01,Edificio principal,Lab. Cedi,Energía Eléctrica,Ventilador techo
